SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
20MICRONS,20200106,35.5,35.5,32.2,32.8,42082
21STCENMGM,20200106,16.2,16.2,16.2,16.2,1383
3IINFOTECH,20200106,2.3,2.3,2.1,2.15,2845069
3MINDIA,20200106,21550.0,21550.0,20855.0,21089.7,1829
3PLAND,20200106,6.15,6.15,6.15,6.15,254
5PAISA,20200106,211.1,218.7,195.3,198.05,34398
63MOONS,20200106,110.85,110.85,103.5,104.2,181202
8KMILES,20200106,34.15,34.15,32.45,32.45,11324
A2ZINFRA,20200106,8.1,8.3,7.95,8.05,158581
AARTIDRUGS,20200106,568.45,572.75,556.65,562.15,6229
AARTIIND,20200106,837.2,858.2,834.0,855.95,222387
AARVEEDEN,20200106,15.0,15.0,13.7,14.15,5842
AAVAS,20200106,2035.0,2035.0,1975.0,1990.2,31955
ABAN,20200106,29.15,29.45,27.0,28.25,282338
ABB,20200106,1321.95,1340.0,1275.0,1287.0,31293
ABBOTINDIA,20200106,13230.4,13230.4,12720.0,12780.3,9715
ABCAPITAL,20200106,105.6,105.8,100.6,101.2,2434020
ABFRL,20200106,239.8,239.8,232.5,234.4,315461
ABMINTLTD,20200106,14.75,14.75,14.75,14.75,10
ABSLBANETF,20200106,316.7,316.7,310.75,311.26,6
ABSLNN50ET,20200106,285.0,285.0,282.23,282.52,393
ACC,20200106,1462.1,1469.85,1430.55,1435.55,408807
ACCELYA,20200106,1061.0,1061.0,1020.6,1054.85,9891
ACE,20200106,83.2,83.25,78.6,79.4,184251
ADANIENT,20200106,207.75,207.75,197.75,199.55,4353179
ADANIGAS,20200106,173.0,173.35,157.0,163.3,3235049
ADANIGREEN,20200106,200.0,202.2,185.55,200.6,9497209
ADANIPORTS,20200106,388.0,388.0,374.75,380.2,12482680
ADANIPOWER,20200106,63.0,63.25,59.5,60.1,9700870
ADANITRANS,20200106,345.7,345.7,321.7,324.05,380525
ADFFOODS,20200106,310.0,310.0,288.3,292.9,74441
ADHUNIKIND,20200106,45.1,45.1,42.85,42.85,31962
ADLABS,20200106,4.35,4.5,4.35,4.35,30450
ADORWELD,20200106,303.0,305.95,293.25,297.75,7160
ADROITINFO,20200106,6.6,6.6,6.6,6.6,50
ADSL,20200106,20.45,20.45,19.35,19.7,30623
ADVANIHOTR,20200106,52.0,53.75,51.6,52.2,2261
ADVENZYMES,20200106,169.4,169.4,163.05,164.9,65765
AEGISCHEM,20200106,191.8,191.8,182.0,186.1,136891
AFFLE,20200106,1574.9,1574.9,1515.3,1526.9,74763
AGARIND,20200106,117.2,121.7,112.2,115.2,25139
AGCNET,20200106,146.05,146.35,142.65,146.05,2201
AGRITECH,20200106,44.35,44.65,43.1,43.6,6868
AGROPHOS,20200106,61.8,61.8,61.8,61.8,708
AHLEAST,20200106,174.45,174.5,166.15,169.15,1420
AHLUCONT,20200106,286.25,296.75,285.05,295.1,5010
AHLWEST,20200106,352.0,369.0,351.0,358.1,225
AIAENG,20200106,1649.0,1649.0,1610.0,1628.45,3825
AIFL,20200106,1.45,1.45,1.4,1.45,40411
AIONJSW,20200106,19.0,19.3,17.75,17.75,292753
AIRAN,20200106,13.5,14.0,12.95,13.05,6507
AJANTPHARM,20200106,967.6,984.4,965.1,975.65,43723
AJMERA,20200106,124.9,125.5,119.25,120.7,42414
AKASH,20200106,65.3,70.05,65.3,70.05,2311
AKSHARCHEM,20200106,240.4,246.0,232.65,234.55,14303
AKSHOPTFBR,20200106,6.8,6.8,6.55,6.65,224785
AKZOINDIA,20200106,1982.55,1982.7,1928.8,1951.05,8214
ALANKIT,20200106,12.8,12.85,12.2,12.4,41719
ALBERTDAVD,20200106,426.35,430.0,406.0,410.0,5600
ALBK,20200106,19.1,19.1,18.3,18.45,1581107
ALCHEM,20200106,1.0,1.0,1.0,1.0,26273
ALEMBICLTD,20200106,59.45,59.85,57.25,57.45,167556
ALICON,20200106,405.4,417.75,380.25,388.5,3336
ALKALI,20200106,41.35,41.9,40.1,40.4,6833
ALKEM,20200106,2100.0,2100.0,2071.55,2089.55,50389
ALKYLAMINE,20200106,1165.0,1174.0,1130.4,1142.25,14371
ALLCARGO,20200106,100.7,101.05,97.15,97.7,102096
ALLSEC,20200106,291.0,294.5,280.0,284.05,560
ALMONDZ,20200106,12.0,12.1,11.4,11.95,3807
ALOKTEXT,20200106,3.15,3.25,3.0,3.0,3765195
ALPA,20200106,17.0,17.0,15.65,16.25,40562
ALPHAGEO,20200106,187.0,195.0,185.0,189.1,20354
ALPSINDUS,20200106,2.1,2.1,2.05,2.05,9040
AMARAJABAT,20200106,720.0,720.7,704.5,715.55,754524
AMBER,20200106,1131.0,1164.0,1109.5,1135.25,39871
AMBIKCO,20200106,850.1,854.95,828.0,834.25,4359
AMBUJACEM,20200106,202.85,202.85,196.35,196.9,2119702
AMDIND,20200106,15.5,15.95,15.15,15.8,2721
AMJLAND,20200106,20.75,20.95,18.7,20.3,5105
AMRUTANJAN,20200106,437.65,438.55,423.0,425.15,15961
ANANTRAJ,20200106,36.0,36.0,33.15,33.35,580700
ANDHRABANK,20200106,16.8,16.8,16.2,16.3,771174
ANDHRACEMT,20200106,2.05,2.15,1.95,2.0,102735
ANDHRSUGAR,20200106,308.0,312.95,297.0,299.3,63786
ANIKINDS,20200106,8.3,8.3,7.9,8.1,278
ANKITMETAL,20200106,0.55,0.55,0.45,0.55,22173
ANSALAPI,20200106,4.9,5.05,4.9,4.9,39029
ANSALHSG,20200106,5.6,5.75,5.3,5.4,34408
ANTGRAPHIC,20200106,0.55,0.6,0.55,0.6,2744
ANUP,20200106,475.0,475.0,464.0,470.0,32999
APARINDS,20200106,396.0,396.0,385.75,389.85,14367
APCL,20200106,147.0,147.75,143.85,144.15,2541
APCOTEXIND,20200106,167.95,167.95,157.0,157.5,19124
APEX,20200106,395.3,400.0,372.85,383.15,517592
APLAPOLLO,20200106,1851.3,1851.3,1750.2,1775.55,32810
APLLTD,20200106,563.9,578.0,545.6,566.7,43802
APOLLO,20200106,75.2,79.0,73.25,73.7,24017
APOLLOHOSP,20200106,1480.0,1480.0,1458.15,1462.5,378702
APOLLOPIPE,20200106,337.25,350.05,337.25,346.9,5179
APOLLOTYRE,20200106,164.55,164.55,160.0,160.5,2420889
APOLSINHOT,20200106,752.0,784.0,722.0,727.05,1331
APTECHT,20200106,164.2,165.0,155.3,155.85,163326
ARCHIDPLY,20200106,28.5,29.0,26.7,27.1,12357
ARCHIES,20200106,18.0,18.5,17.45,17.75,33227
ARCOTECH,20200106,2.2,2.35,2.15,2.3,14549
ARIES,20200106,67.1,67.9,65.5,67.45,65384
ARIHANT,20200106,20.65,22.3,20.65,20.75,1409
ARIHANTSUP,20200106,29.45,29.45,27.2,28.15,4740
ARMANFIN,20200106,695.0,695.0,675.1,685.85,12696
AROGRANITE,20200106,39.95,40.0,37.05,37.4,7458
ARROWGREEN,20200106,50.5,50.5,47.15,47.8,6902
ARROWTEX,20200106,9.95,10.25,9.95,10.2,4110
ARSHIYA,20200106,16.3,16.3,15.1,15.95,11588
ARSSINFRA,20200106,21.95,22.0,21.15,21.7,7532
ARVIND,20200106,41.0,41.65,40.4,40.65,1065305
ARVINDFASN,20200106,408.0,408.0,381.05,395.15,22557
ARVSMART,20200106,87.0,89.0,85.0,86.0,5563
ASAHIINDIA,20200106,208.65,208.65,201.05,205.5,10584
ASAHISONG,20200106,146.8,153.5,146.6,152.1,50485
ASAL,20200106,34.5,35.4,32.9,33.25,8882
ASHAPURMIN,20200106,32.45,32.45,29.55,29.7,127526
ASHIANA,20200106,107.4,107.4,101.1,102.1,24514
ASHIMASYN,20200106,7.25,7.25,6.6,6.95,9940
ASHOKA,20200106,107.4,107.4,103.1,105.3,972886
ASHOKLEY,20200106,82.55,83.15,79.55,80.35,15558034
ASIANHOTNR,20200106,96.5,98.25,95.5,96.0,580
ASIANPAINT,20200106,1737.95,1738.0,1694.0,1707.15,1871804
ASIANTILES,20200106,222.0,223.0,212.5,213.75,19847
ASPINWALL,20200106,147.75,147.75,140.0,142.45,1210
ASTEC,20200106,432.0,444.1,426.0,439.35,5224
ASTERDM,20200106,160.1,169.7,160.1,165.8,124006
ASTRAL,20200106,1149.1,1150.0,1130.0,1145.25,50109
ASTRAMICRO,20200106,82.35,83.4,81.15,82.15,178749
ASTRAZEN,20200106,2565.0,2568.5,2480.0,2499.35,26982
ASTRON,20200106,40.1,40.1,39.0,39.3,52800
ATFL,20200106,677.0,677.05,630.0,635.7,10224
ATLANTA,20200106,6.65,6.65,6.05,6.35,17570
ATLASCYCLE,20200106,53.3,53.3,51.9,51.9,1997
ATNINTER,20200106,0.15,0.15,0.15,0.15,2807
ATUL,20200106,4132.0,4155.0,4080.0,4149.75,35162
