SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
20MICRONS,20190212,32.5,33.95,32.5,32.95,17334
21STCENMGM,20190212,19.5,19.85,19.15,19.45,2421
3IINFOTECH,20190212,3.0,3.05,2.75,2.8,5426044
3MINDIA,20190212,21761.85,21761.85,20901.05,21213.65,1884
3PLAND,20190212,10.4,11.95,10.4,10.75,1632
5PAISA,20190212,232.15,239.0,226.25,230.25,1181
63MOONS,20190212,76.4,78.3,73.95,74.75,167653
8KMILES,20190212,113.0,114.75,109.35,110.75,170345
A2ZINFRA,20190212,11.0,11.15,10.9,11.15,165399
AARTIDRUGS,20190212,587.75,587.75,551.3,580.15,14503
AARTIIND,20190212,1545.0,1561.0,1474.0,1481.2,88552
AARVEEDEN,20190212,22.45,22.65,22.1,22.1,5148
AAVAS,20190212,867.4,894.9,867.4,890.95,44470
ABAN,20190212,48.4,49.1,48.0,48.5,376248
ABB,20190212,1244.2,1265.0,1227.0,1253.15,40551
ABBOTINDIA,20190212,7700.1,7787.0,7640.0,7754.55,5889
ABCAPITAL,20190212,79.4,80.25,79.0,79.9,1139394
ABFRL,20190212,211.2,212.25,210.05,211.0,455214
ABGSHIP,20190212,1.6,1.65,1.55,1.55,5427
ACC,20190212,1368.0,1383.85,1356.45,1374.9,686009
ACCELYA,20190212,917.05,942.0,906.4,932.55,2086
ACE,20190212,83.6,84.65,82.8,84.05,101504
ADANIENT,20190212,117.2,120.0,115.35,116.95,3698931
ADANIGAS,20190212,94.8,95.75,93.55,94.0,178252
ADANIGREEN,20190212,33.0,33.4,31.85,32.1,216299
ADANIPORTS,20190212,328.8,329.95,323.25,326.8,4496913
ADANIPOWER,20190212,34.7,35.4,33.6,33.95,6570103
ADANITRANS,20190212,216.05,217.3,210.35,211.55,73224
ADFFOODS,20190212,230.85,238.85,230.0,230.6,17900
ADHUNIK,20190212,1.55,1.55,1.55,1.55,11954
ADHUNIKIND,20190212,41.0,43.0,40.2,41.3,5177
ADLABS,20190212,8.5,9.0,8.5,8.55,50085
ADORWELD,20190212,323.15,325.9,319.1,321.65,2410
ADROITINFO,20190212,16.15,16.2,15.6,16.0,1636
ADSL,20190212,10.8,11.45,10.6,11.15,11488
ADVANIHOTR,20190212,67.55,67.55,64.1,65.7,5729
ADVENZYMES,20190212,152.9,159.8,150.5,156.9,174825
AEGISCHEM,20190212,191.7,196.0,186.0,193.05,303344
AGARIND,20190212,156.15,163.0,156.15,157.5,1072
AGCNET,20190212,102.5,103.0,97.0,100.95,1576
AGLSL,20190212,61.75,62.9,56.2,57.15,1415
AGRITECH,20190212,53.1,53.5,51.05,52.1,4035
AHLEAST,20190212,244.85,245.0,236.1,244.05,2426
AHLUCONT,20190212,261.05,268.95,251.55,259.9,3664
AHLWEST,20190212,370.0,370.0,335.25,335.45,488
AIAENG,20190212,1647.15,1670.35,1625.9,1654.15,13463
AIFL,20190212,14.05,14.05,13.35,13.35,51461
AIONJSW,20190212,32.0,32.0,30.2,30.65,11439
AJANTPHARM,20190212,1002.5,1020.1,982.55,1008.7,1237487
AJMERA,20190212,165.2,167.4,162.0,162.4,44470
AKSHARCHEM,20190212,325.15,334.95,323.05,325.25,5299
AKSHOPTFBR,20190212,20.6,21.2,20.55,20.7,577186
AKZOINDIA,20190212,1700.05,1711.0,1700.0,1700.0,2740
ALANKIT,20190212,29.85,29.9,29.3,29.75,743073
ALBERTDAVD,20190212,406.0,412.85,386.05,403.25,5031
ALBK,20190212,40.0,40.0,38.95,39.25,2805526
ALCHEM,20190212,1.95,1.95,1.85,1.85,5304
ALEMBICLTD,20190212,39.95,40.4,39.8,40.0,57244
ALICON,20190212,533.7,542.0,521.05,521.4,872
ALKALI,20190212,41.5,42.95,40.0,42.15,793
ALKEM,20190212,1896.3,1897.9,1835.0,1839.95,19310
ALKYLAMINE,20190212,725.05,749.0,710.05,716.45,3846
ALLCARGO,20190212,102.6,105.8,100.65,103.95,120377
ALLSEC,20190212,175.0,179.9,166.5,175.25,8898
ALMONDZ,20190212,20.5,21.75,20.05,20.95,3533
ALOKTEXT,20190212,3.55,3.6,3.3,3.35,1380535
ALPA,20190212,24.4,24.4,23.05,23.5,6808
ALPHAGEO,20190212,411.1,411.1,391.65,394.65,9052
AMARAJABAT,20190212,734.0,760.85,729.0,740.25,903137
AMBER,20190212,707.1,715.0,640.0,649.45,72260
AMBIKCO,20190212,1139.9,1150.0,1122.0,1126.1,3100
AMBUJACEM,20190212,207.55,209.0,203.75,207.45,1731437
AMDIND,20190212,20.1,20.4,19.0,19.55,1864
AMJLAND,20190212,18.95,19.0,18.4,18.5,4847
AMRUTANJAN,20190212,299.8,305.95,287.6,290.95,20737
ANANTRAJ,20190212,31.55,31.55,30.3,30.65,240152
ANDHRABANK,20190212,23.6,23.65,23.0,23.3,1023695
ANDHRACEMT,20190212,3.5,3.9,3.3,3.65,149944
ANDHRSUGAR,20190212,304.5,309.95,302.45,306.7,9080
ANGIND,20190212,1.3,1.3,1.2,1.3,26409
ANIKINDS,20190212,13.0,13.65,12.75,13.25,1660
